Latitude :   29.17
Longitude:  -19.00
Date: 12/10/2020
Time; 17:41:05
PrDM;        Sal00;        T090C
   8.00;      36.9540;      21.3449
  10.00;      36.9541;      21.3478
  12.00;      36.9539;      21.3508
  14.00;      36.9539;      21.3484
  16.00;      36.9543;      21.3442
  18.00;      36.9541;      21.3479
  20.00;      36.9543;      21.3520
  22.00;      36.9542;      21.3514
  24.00;      36.9541;      21.3534
  26.00;      36.9542;      21.3539
  28.00;      36.9539;      21.3537
  30.00;      36.9543;      21.3563
  32.00;      36.9542;      21.3573
  34.00;      36.9540;      21.3562
  36.00;      36.9540;      21.3543
  38.00;      36.9538;      21.3527
  40.00;      36.9534;      21.3497
  42.00;      36.9534;      21.3503
  44.00;      36.9536;      21.3518
  46.00;      36.9534;      21.3512
  48.00;      36.9535;      21.3515
  50.00;      36.9530;      21.3481
  52.00;      36.9527;      21.3445
  54.00;      36.9517;      21.3399
  56.00;      36.9511;      21.3317
  58.00;      36.9510;      21.3316
  60.00;      36.9508;      21.3313
  62.00;      36.9508;      21.3302
  64.00;      36.9507;      21.3298
  66.00;      36.9503;      21.3284
  68.00;      36.9502;      21.3265
  70.00;      36.9499;      21.3261
  72.00;      36.9498;      21.3253
  74.00;      36.9494;      21.3253
  76.00;      36.9483;      21.3196
  78.00;      36.9450;      21.3072
  80.00;      36.9233;      21.2213
  82.00;      36.9089;      21.1298
  84.00;      36.8693;      20.9751
  86.00;      36.7193;      20.0993
  88.00;      36.6818;      19.5817
  90.00;      36.6783;      19.4514
  92.00;      36.6760;      19.3881
  94.00;      36.6828;      19.3301
  96.00;      36.6865;      19.2371
  98.00;      36.6891;      19.2176
 100.00;      36.6790;      19.1387
 102.00;      36.6813;      19.0325
 104.00;      36.6811;      19.0214
 106.00;      36.6784;      18.9866
 108.00;      36.6748;      18.9530
 110.00;      36.6641;      18.8748
 112.00;      36.6414;      18.7246
 114.00;      36.6402;      18.6974
 116.00;      36.6393;      18.6927
 118.00;      36.6353;      18.6698
 120.00;      36.6312;      18.6477
 122.00;      36.6128;      18.5582
 124.00;      36.6011;      18.4960
 126.00;      36.5889;      18.4231
 128.00;      36.5871;      18.3498
 130.00;      36.5815;      18.3079
 132.00;      36.5818;      18.2822
 134.00;      36.5778;      18.2532
 136.00;      36.5749;      18.2303
 138.00;      36.5675;      18.1670
 140.00;      36.5656;      18.1435
 142.00;      36.5598;      18.0974
 144.00;      36.5598;      18.0896
 146.00;      36.5536;      18.0599
 148.00;      36.5496;      18.0253
 150.00;      36.5412;      17.9619
 152.00;      36.5324;      17.9275
 154.00;      36.5264;      17.8627
 156.00;      36.5251;      17.8535
 158.00;      36.5146;      17.7987
 160.00;      36.5142;      17.7848
 162.00;      36.5055;      17.7421
 164.00;      36.4954;      17.6925
 166.00;      36.4814;      17.6310
 168.00;      36.4646;      17.5395
 170.00;      36.4351;      17.3776
 172.00;      36.4217;      17.3116
 174.00;      36.4141;      17.2672
 176.00;      36.4077;      17.2313
 178.00;      36.4031;      17.2014
 180.00;      36.3959;      17.1717
 182.00;      36.3640;      17.0098
 184.00;      36.3537;      16.9494
 186.00;      36.3385;      16.8834
 188.00;      36.3330;      16.8342
 190.00;      36.3323;      16.8281
 192.00;      36.3303;      16.8129
 194.00;      36.3269;      16.7978
 196.00;      36.3069;      16.7007
 198.00;      36.2969;      16.6455
 200.00;      36.2890;      16.5868
 202.00;      36.2790;      16.5477
 204.00;      36.2736;      16.5000
 206.00;      36.2709;      16.4829
 208.00;      36.2676;      16.4677
 210.00;      36.2642;      16.4453
 212.00;      36.2594;      16.4159
 214.00;      36.2443;      16.3329
 216.00;      36.2392;      16.3093
 218.00;      36.2345;      16.2722
 220.00;      36.2293;      16.2417
 222.00;      36.2248;      16.2119
 224.00;      36.2214;      16.1948
 226.00;      36.2141;      16.1534
 228.00;      36.2099;      16.1296
 230.00;      36.2000;      16.0667
 232.00;      36.1972;      16.0512
 234.00;      36.1911;      16.0158
 236.00;      36.1840;      15.9638
 238.00;      36.1711;      15.8924
 240.00;      36.1690;      15.8692
 242.00;      36.1621;      15.8308
 244.00;      36.1618;      15.8208
 246.00;      36.1600;      15.8124
 248.00;      36.1503;      15.7645
 250.00;      36.1449;      15.7222
 252.00;      36.1420;      15.7050
 254.00;      36.1303;      15.6473
 256.00;      36.1272;      15.6171
 258.00;      36.1231;      15.5906
 260.00;      36.1178;      15.5595
 262.00;      36.1145;      15.5473
 264.00;      36.1068;      15.4898
 266.00;      36.0988;      15.4442
 268.00;      36.0950;      15.4192
 270.00;      36.0889;      15.3928
 272.00;      36.0800;      15.3329
 274.00;      36.0732;      15.2886
 276.00;      36.0676;      15.2489
 278.00;      36.0596;      15.2169
 280.00;      36.0536;      15.1673
 282.00;      36.0512;      15.1492
 284.00;      36.0482;      15.1342
 286.00;      36.0439;      15.1042
 288.00;      36.0406;      15.0764
 290.00;      36.0395;      15.0614
 292.00;      36.0374;      15.0485
 294.00;      36.0329;      15.0166
 296.00;      36.0169;      14.9334
 298.00;      36.0126;      14.8989
 300.00;      36.0016;      14.8556
 302.00;      35.9941;      14.7885
 304.00;      35.9899;      14.7609
 306.00;      35.9804;      14.7021
 308.00;      35.9699;      14.6171
 310.00;      35.9669;      14.5952
 312.00;      35.9660;      14.5841
 314.00;      35.9648;      14.5713
 316.00;      35.9646;      14.5666
 318.00;      35.9640;      14.5627
 320.00;      35.9619;      14.5491
 322.00;      35.9575;      14.5252
 324.00;      35.9503;      14.4880
 326.00;      35.9447;      14.4414
 328.00;      35.9394;      14.4003
 330.00;      35.9278;      14.3403
 332.00;      35.9237;      14.2958
 334.00;      35.9185;      14.2717
 336.00;      35.9069;      14.2147
 338.00;      35.9029;      14.1847
 340.00;      35.8981;      14.1565
 342.00;      35.8902;      14.1102
 344.00;      35.8866;      14.0580
 346.00;      35.8846;      14.0416
 348.00;      35.8799;      14.0203
 350.00;      35.8747;      13.9904
 352.00;      35.8743;      13.9763
 354.00;      35.8707;      13.9567
 356.00;      35.8597;      13.9028
 358.00;      35.8564;      13.8741
 360.00;      35.8505;      13.8333
 362.00;      35.8447;      13.7876
 364.00;      35.8401;      13.7567
 366.00;      35.8339;      13.7144
 368.00;      35.8319;      13.6959
 370.00;      35.8307;      13.6807
 372.00;      35.8280;      13.6646
 374.00;      35.8275;      13.6584
 376.00;      35.8162;      13.5892
 378.00;      35.8123;      13.5546
 380.00;      35.8093;      13.5315
 382.00;      35.8042;      13.4903
 384.00;      35.7965;      13.4468
 386.00;      35.7923;      13.4109
 388.00;      35.7854;      13.3624
 390.00;      35.7814;      13.3274
 392.00;      35.7818;      13.3198
 394.00;      35.7805;      13.3097
 396.00;      35.7797;      13.3017
 398.00;      35.7783;      13.2895
 400.00;      35.7728;      13.2567
 402.00;      35.7687;      13.2160
 404.00;      35.7672;      13.2027
 406.00;      35.7659;      13.1909
 408.00;      35.7655;      13.1862
 410.00;      35.7652;      13.1843
 412.00;      35.7646;      13.1808
 414.00;      35.7634;      13.1713
 416.00;      35.7540;      13.1173
 418.00;      35.7510;      13.0777
 420.00;      35.7480;      13.0572
 422.00;      35.7464;      13.0444
 424.00;      35.7451;      13.0360
 426.00;      35.7418;      13.0093
 428.00;      35.7392;      12.9793
 430.00;      35.7346;      12.9430
 432.00;      35.7337;      12.9319
 434.00;      35.7312;      12.9107
 436.00;      35.7281;      12.8919
 438.00;      35.7234;      12.8488
 440.00;      35.7206;      12.8262
 442.00;      35.7176;      12.8040
 444.00;      35.7148;      12.7739
 446.00;      35.7102;      12.7380
 448.00;      35.7080;      12.7148
 450.00;      35.7068;      12.7083
 452.00;      35.7033;      12.6702
 454.00;      35.6983;      12.6298
 456.00;      35.6937;      12.5844
 458.00;      35.6908;      12.5481
 460.00;      35.6904;      12.5449
 462.00;      35.6866;      12.5058
 464.00;      35.6846;      12.4905
 466.00;      35.6837;      12.4743
 468.00;      35.6830;      12.4681
 470.00;      35.6829;      12.4649
 472.00;      35.6822;      12.4593
 474.00;      35.6805;      12.4490
 476.00;      35.6797;      12.4354
 478.00;      35.6786;      12.4256
 480.00;      35.6767;      12.4134
 482.00;      35.6761;      12.3967
 484.00;      35.6751;      12.3889
 486.00;      35.6735;      12.3695
 488.00;      35.6723;      12.3487
 490.00;      35.6721;      12.3458
 492.00;      35.6715;      12.3375
 494.00;      35.6675;      12.3029
 496.00;      35.6663;      12.2876
 498.00;      35.6627;      12.2543
 500.00;      35.6607;      12.2375
 502.00;      35.6583;      12.2201
 504.00;      35.6561;      12.1996
 506.00;      35.6551;      12.1802
 508.00;      35.6532;      12.1638
 510.00;      35.6501;      12.1414
 512.00;      35.6497;      12.1283
 514.00;      35.6476;      12.1103
 516.00;      35.6466;      12.1023
 518.00;      35.6462;      12.0958
 520.00;      35.6452;      12.0881
 522.00;      35.6443;      12.0796
 524.00;      35.6431;      12.0702
 526.00;      35.6425;      12.0625
 528.00;      35.6418;      12.0571
 530.00;      35.6410;      12.0477
 532.00;      35.6393;      12.0320
 534.00;      35.6364;      12.0056
 536.00;      35.6365;      12.0018
 538.00;      35.6361;      11.9971
 540.00;      35.6367;      11.9929
 542.00;      35.6370;      11.9922
 544.00;      35.6340;      11.9710
 546.00;      35.6305;      11.9361
 548.00;      35.6275;      11.9139
 550.00;      35.6236;      11.8838
 552.00;      35.6231;      11.8605
 554.00;      35.6209;      11.8325
 556.00;      35.6192;      11.8189
 558.00;      35.6166;      11.7936
 560.00;      35.6148;      11.7739
 562.00;      35.6134;      11.7522
 564.00;      35.6129;      11.7414
 566.00;      35.6115;      11.7303
 568.00;      35.6085;      11.7104
 570.00;      35.6081;      11.6937
 572.00;      35.6081;      11.6884
 574.00;      35.6066;      11.6797
 576.00;      35.6046;      11.6581
 578.00;      35.6037;      11.6445
 580.00;      35.6034;      11.6381
 582.00;      35.6032;      11.6250
 584.00;      35.6020;      11.6098
 586.00;      35.6006;      11.5845
 588.00;      35.6002;      11.5752
 590.00;      35.5961;      11.5426
 592.00;      35.5943;      11.5157
 594.00;      35.5922;      11.4959
 596.00;      35.5902;      11.4765
 598.00;      35.5891;      11.4631
 600.00;      35.5882;      11.4438
 602.00;      35.5863;      11.4197
 604.00;      35.5847;      11.4000
 606.00;      35.5838;      11.3877
 608.00;      35.5845;      11.3823
 610.00;      35.5841;      11.3732
 612.00;      35.5835;      11.3654
 614.00;      35.5815;      11.3421
 616.00;      35.5784;      11.3134
 618.00;      35.5757;      11.2913
 620.00;      35.5741;      11.2717
 622.00;      35.5727;      11.2575
 624.00;      35.5705;      11.2276
 626.00;      35.5690;      11.2121
 628.00;      35.5696;      11.1996
 630.00;      35.5691;      11.1888
 632.00;      35.5681;      11.1736
 634.00;      35.5666;      11.1465
 636.00;      35.5661;      11.1393
 638.00;      35.5653;      11.1297
 640.00;      35.5649;      11.1181
 642.00;      35.5665;      11.1164
 644.00;      35.5654;      11.0997
 646.00;      35.5648;      11.0893
 648.00;      35.5626;      11.0626
 650.00;      35.5612;      11.0472
 652.00;      35.5610;      11.0285
 654.00;      35.5604;      11.0116
 656.00;      35.5598;      10.9939
 658.00;      35.5596;      10.9742
 660.00;      35.5586;      10.9670
 662.00;      35.5577;      10.9428
 664.00;      35.5563;      10.9244
 666.00;      35.5561;      10.9077
 668.00;      35.5536;      10.8856
 670.00;      35.5528;      10.8503
 672.00;      35.5523;      10.8311
 674.00;      35.5523;      10.8185
 676.00;      35.5521;      10.7996
 678.00;      35.5525;      10.7830
 680.00;      35.5532;      10.7640
 682.00;      35.5529;      10.7514
 684.00;      35.5521;      10.7336
 686.00;      35.5520;      10.7215
 688.00;      35.5516;      10.7049
 690.00;      35.5521;      10.6786
 692.00;      35.5521;      10.6736
 694.00;      35.5509;      10.6538
 696.00;      35.5492;      10.6308
 698.00;      35.5481;      10.6053
 700.00;      35.5484;      10.5960
 702.00;      35.5489;      10.5734
 704.00;      35.5490;      10.5594
 706.00;      35.5482;      10.5425
 708.00;      35.5488;      10.5372
 710.00;      35.5457;      10.5145
 712.00;      35.5444;      10.4900
 714.00;      35.5449;      10.4857
 716.00;      35.5457;      10.4855
 718.00;      35.5477;      10.4882
 720.00;      35.5478;      10.4774
 722.00;      35.5481;      10.4580
 724.00;      35.5468;      10.4472
 726.00;      35.5453;      10.4280
 728.00;      35.5446;      10.4164
 730.00;      35.5446;      10.4025
 732.00;      35.5427;      10.3820
 734.00;      35.5431;      10.3717
 736.00;      35.5424;      10.3584
 738.00;      35.5419;      10.3460
 740.00;      35.5422;      10.3356
 742.00;      35.5429;      10.3318
 744.00;      35.5412;      10.3084
 746.00;      35.5410;      10.2946
 748.00;      35.5395;      10.2763
 750.00;      35.5401;      10.2601
 752.00;      35.5417;      10.2575
 754.00;      35.5415;      10.2522
 756.00;      35.5431;      10.2405
 758.00;      35.5429;      10.2179
 760.00;      35.5412;      10.1935
 762.00;      35.5400;      10.1813
 764.00;      35.5392;      10.1713
 766.00;      35.5379;      10.1486
 768.00;      35.5370;      10.1263
 770.00;      35.5366;      10.1175
 772.00;      35.5367;      10.1144
 774.00;      35.5379;      10.0880
 776.00;      35.5385;      10.0801
 778.00;      35.5395;      10.0746
 780.00;      35.5403;      10.0668
 782.00;      35.5415;      10.0565
 784.00;      35.5420;      10.0426
 786.00;      35.5429;      10.0347
 788.00;      35.5429;      10.0246
 790.00;      35.5428;      10.0037
 792.00;      35.5427;       9.9905
 794.00;      35.5432;       9.9759
 796.00;      35.5535;       9.9927
 798.00;      35.5546;       9.9968
 800.00;      35.5637;      10.0142
 802.00;      35.5631;       9.9959
 804.00;      35.5615;       9.9784
 806.00;      35.5678;       9.9962
 808.00;      35.5512;       9.8865
 810.00;      35.5510;       9.8761
 812.00;      35.5549;       9.8913
 814.00;      35.5483;       9.8533
 816.00;      35.5422;       9.8058
 818.00;      35.5435;       9.7990
 820.00;      35.5433;       9.7877
 822.00;      35.5478;       9.7918
 824.00;      35.5703;       9.8616
 826.00;      35.5680;       9.8558
 828.00;      35.5694;       9.8496
 830.00;      35.5674;       9.8095
 832.00;      35.5655;       9.7976
 834.00;      35.5555;       9.7548
 836.00;      35.5486;       9.6989
 838.00;      35.5540;       9.7108
 840.00;      35.5464;       9.6796
 842.00;      35.5423;       9.6447
 844.00;      35.5429;       9.6284
 846.00;      35.5440;       9.6233
 848.00;      35.5498;       9.6318
 850.00;      35.5745;       9.6994
 852.00;      35.5748;       9.7018
 854.00;      35.5745;       9.7016
 856.00;      35.5742;       9.7010
 858.00;      35.5737;       9.6992
 860.00;      35.5693;       9.6625
 862.00;      35.5777;       9.6700
 864.00;      35.5766;       9.6584
 866.00;      35.5805;       9.6689
 868.00;      35.5776;       9.6525
 870.00;      35.5821;       9.6412
 872.00;      35.5826;       9.6460
 874.00;      35.6269;       9.7510
 876.00;      35.6311;       9.8244
 878.00;      35.6311;       9.8171
 880.00;      35.6225;       9.7635
 882.00;      35.6208;       9.7519
 884.00;      35.6232;       9.7567
 886.00;      35.6342;       9.7779
 888.00;      35.6339;       9.7730
 890.00;      35.6192;       9.7085
 892.00;      35.6221;       9.6865
 894.00;      35.6306;       9.7172
 896.00;      35.6272;       9.7049
 898.00;      35.6206;       9.6874
 900.00;      35.5978;       9.5511
 902.00;      35.5948;       9.5323
 904.00;      35.6022;       9.5555
 906.00;      35.5865;       9.4835
 908.00;      35.5783;       9.4281
 910.00;      35.5823;       9.4392
 912.00;      35.5706;       9.3851
 914.00;      35.5689;       9.3560
 916.00;      35.5681;       9.3309
 918.00;      35.5811;       9.3578
 920.00;      35.5824;       9.3568
 922.00;      35.5950;       9.3996
 924.00;      35.5861;       9.3510
 926.00;      35.6080;       9.3978
 928.00;      35.6232;       9.4691
 930.00;      35.6232;       9.4689
 932.00;      35.6235;       9.4715
 934.00;      35.6219;       9.4546
 936.00;      35.6198;       9.4299
 938.00;      35.6174;       9.4086
 940.00;      35.6121;       9.3723
 942.00;      35.6101;       9.3482
 944.00;      35.6141;       9.3544
 946.00;      35.6238;       9.3702
 948.00;      35.6235;       9.3675
 950.00;      35.6232;       9.3631
 952.00;      35.6226;       9.3601
 954.00;      35.6208;       9.3521
 956.00;      35.6079;       9.3121
 958.00;      35.5941;       9.2022
 960.00;      35.5792;       9.1176
 962.00;      35.5606;       9.0241
 964.00;      35.5556;       8.9909
 966.00;      35.5520;       8.9628
 968.00;      35.5519;       8.9580
 970.00;      35.5523;       8.9570
 972.00;      35.5519;       8.9542
 974.00;      35.5518;       8.9505
 976.00;      35.5562;       8.9567
 978.00;      35.5559;       8.9477
 980.00;      35.5556;       8.9342
 982.00;      35.5609;       8.9380
 984.00;      35.5599;       8.9344
 986.00;      35.5550;       8.8964
 988.00;      35.5573;       8.8918
 990.00;      35.5621;       8.9023
 992.00;      35.5629;       8.9056
 994.00;      35.5552;       8.8553
 996.00;      35.5643;       8.8802
 998.00;      35.5638;       8.8797
1000.00;      35.5573;       8.8381
1002.00;      35.5560;       8.8282
1004.00;      35.5628;       8.8409
1006.00;      35.5642;       8.8434
1008.00;      35.5622;       8.8348
1010.00;      35.5692;       8.8312
1012.00;      35.5856;       8.9005
1014.00;      35.5914;       8.9131
1016.00;      35.5899;       8.9150
1018.00;      35.5595;       8.7577
1020.00;      35.5540;       8.7199
1022.00;      35.5547;       8.7194
1024.00;      35.5565;       8.7174
1026.00;      35.5579;       8.7057
1028.00;      35.5580;       8.7030
1030.00;      35.5576;       8.6970
1032.00;      35.5576;       8.6840
1034.00;      35.5570;       8.6756
1036.00;      35.5564;       8.6709
1038.00;      35.5552;       8.6586
1040.00;      35.5557;       8.6580
1042.00;      35.5583;       8.6613
1044.00;      35.5596;       8.6639
1046.00;      35.5634;       8.6715
1048.00;      35.5697;       8.6916
1050.00;      35.5807;       8.7211
1052.00;      35.5767;       8.6743
1054.00;      35.5759;       8.6637
1056.00;      35.5741;       8.6485
1058.00;      35.5809;       8.6662
1060.00;      35.5806;       8.6565
1062.00;      35.5905;       8.6806
1064.00;      35.5893;       8.6758
1066.00;      35.5882;       8.6670
1068.00;      35.5933;       8.6751
1070.00;      35.5945;       8.6827
1072.00;      35.5919;       8.6635
1074.00;      35.5947;       8.6599
1076.00;      35.5939;       8.6532
1078.00;      35.5922;       8.6449
1080.00;      35.5884;       8.6158
1082.00;      35.5864;       8.5954
1084.00;      35.5849;       8.5775
1086.00;      35.5848;       8.5708
1088.00;      35.5843;       8.5600
1090.00;      35.5879;       8.5654
1092.00;      35.5870;       8.5553
1094.00;      35.5861;       8.5457
1096.00;      35.5855;       8.5309
1098.00;      35.5887;       8.5309
1100.00;      35.5865;       8.5101
1102.00;      35.5864;       8.5022
1104.00;      35.5864;       8.4977
1106.00;      35.5859;       8.4945
1108.00;      35.5838;       8.4828
1110.00;      35.5795;       8.4469
1112.00;      35.5711;       8.4020
1114.00;      35.5692;       8.3888
1116.00;      35.5660;       8.3682
1118.00;      35.5660;       8.3664
1120.00;      35.5643;       8.3563
1122.00;      35.5640;       8.3502
1124.00;      35.5651;       8.3457
1126.00;      35.5646;       8.3333
1128.00;      35.5650;       8.3299
1130.00;      35.5660;       8.3223
1132.00;      35.5672;       8.3201
1134.00;      35.5673;       8.3178
1136.00;      35.5679;       8.3154
1138.00;      35.5686;       8.3114
1140.00;      35.5691;       8.3051
1142.00;      35.5707;       8.2980
1144.00;      35.5711;       8.2943
1146.00;      35.5712;       8.2934
1148.00;      35.5715;       8.2904
1150.00;      35.5702;       8.2818
1152.00;      35.5700;       8.2754
1154.00;      35.5707;       8.2702
1156.00;      35.5707;       8.2577
1158.00;      35.5702;       8.2458
1160.00;      35.5700;       8.2389
1162.00;      35.5683;       8.2253
1164.00;      35.5681;       8.2080
1166.00;      35.5671;       8.1939
1168.00;      35.5657;       8.1816
1170.00;      35.5653;       8.1738
1172.00;      35.5641;       8.1628
1174.00;      35.5618;       8.1391
1176.00;      35.5616;       8.1324
1178.00;      35.5598;       8.1134
1180.00;      35.5592;       8.1064
1182.00;      35.5581;       8.0930
1184.00;      35.5573;       8.0829
1186.00;      35.5572;       8.0710
1188.00;      35.5599;       8.0779
1190.00;      35.5601;       8.0729
1192.00;      35.5586;       8.0614
1194.00;      35.5586;       8.0568
1196.00;      35.5588;       8.0516
1198.00;      35.5590;       8.0498
1200.00;      35.5590;       8.0482
1202.00;      35.5580;       8.0431
1204.00;      35.5578;       8.0389
1206.00;      35.5596;       8.0421
1208.00;      35.5554;       8.0245
1210.00;      35.5560;       8.0078
1212.00;      35.5554;       7.9982
1214.00;      35.5549;       7.9922
1216.00;      35.5542;       7.9838
1218.00;      35.5536;       7.9771
1220.00;      35.5527;       7.9699
1222.00;      35.5513;       7.9528
1224.00;      35.5512;       7.9497
1226.00;      35.5532;       7.9471
1228.00;      35.5564;       7.9579
1230.00;      35.5556;       7.9443
1232.00;      35.5554;       7.9388
1234.00;      35.5545;       7.9309
1236.00;      35.5579;       7.9389
1238.00;      35.5584;       7.9393
1240.00;      35.5555;       7.9232
1242.00;      35.5555;       7.9197
1244.00;      35.5485;       7.8830
1246.00;      35.5485;       7.8677
1248.00;      35.5509;       7.8736
1250.00;      35.5506;       7.8700
1252.00;      35.5496;       7.8616
1254.00;      35.5494;       7.8565
1256.00;      35.5475;       7.8401
1258.00;      35.5471;       7.8285
1260.00;      35.5470;       7.8226
1262.00;      35.5452;       7.8086
1264.00;      35.5429;       7.7944
1266.00;      35.5390;       7.7665
1268.00;      35.5387;       7.7573
1270.00;      35.5381;       7.7507
1272.00;      35.5396;       7.7473
1274.00;      35.5417;       7.7501
1276.00;      35.5422;       7.7482
1278.00;      35.5390;       7.7240
1280.00;      35.5373;       7.7127
1282.00;      35.5357;       7.7012
1284.00;      35.5347;       7.6845
1286.00;      35.5342;       7.6785
1288.00;      35.5331;       7.6683
1290.00;      35.5316;       7.6551
1292.00;      35.5307;       7.6475
1294.00;      35.5280;       7.6275
1296.00;      35.5272;       7.6192
1298.00;      35.5255;       7.6022
1300.00;      35.5265;       7.5925
1302.00;      35.5256;       7.5875
1304.00;      35.5247;       7.5780
1306.00;      35.5239;       7.5729
1308.00;      35.5235;       7.5655
1310.00;      35.5216;       7.5491
1312.00;      35.5216;       7.5462
1314.00;      35.5213;       7.5418
1316.00;      35.5213;       7.5417
1318.00;      35.5178;       7.5161
1320.00;      35.5166;       7.5028
1322.00;      35.5163;       7.4976
1324.00;      35.5120;       7.4751
1326.00;      35.5097;       7.4523
1328.00;      35.5082;       7.4409
1330.00;      35.5104;       7.4457
1332.00;      35.5095;       7.4383
1334.00;      35.5057;       7.4103
1336.00;      35.5047;       7.3897
1338.00;      35.5057;       7.3867
1340.00;      35.5058;       7.3825
1342.00;      35.5035;       7.3639
1344.00;      35.5029;       7.3523
1346.00;      35.5023;       7.3473
1348.00;      35.5024;       7.3432
1350.00;      35.5008;       7.3346
1352.00;      35.4971;       7.3047
1354.00;      35.4952;       7.2894
1356.00;      35.4950;       7.2826
1358.00;      35.4930;       7.2628
1360.00;      35.4919;       7.2537
1362.00;      35.4913;       7.2460
1364.00;      35.4904;       7.2378
1366.00;      35.4894;       7.2290
1368.00;      35.4878;       7.2152
1370.00;      35.4863;       7.2020
1372.00;      35.4844;       7.1860
1374.00;      35.4819;       7.1717
1376.00;      35.4793;       7.1524
1378.00;      35.4781;       7.1377
1380.00;      35.4757;       7.1280
1382.00;      35.4764;       7.1188
1384.00;      35.4749;       7.1078
1386.00;      35.4744;       7.1005
1388.00;      35.4737;       7.0974
1390.00;      35.4700;       7.0758
1392.00;      35.4662;       7.0476
1394.00;      35.4645;       7.0332
1396.00;      35.4618;       7.0184
1398.00;      35.4604;       7.0044
1400.00;      35.4594;       6.9987
1402.00;      35.4581;       6.9881
1404.00;      35.4573;       6.9823
1406.00;      35.4566;       6.9760
1408.00;      35.4551;       6.9664
1410.00;      35.4523;       6.9441
1412.00;      35.4512;       6.9311
1414.00;      35.4504;       6.9269
1416.00;      35.4494;       6.9174
1418.00;      35.4482;       6.9053
1420.00;      35.4444;       6.8856
1422.00;      35.4435;       6.8750
1424.00;      35.4413;       6.8625
1426.00;      35.4358;       6.8263
1428.00;      35.4343;       6.8187
1430.00;      35.4285;       6.7792
1432.00;      35.4218;       6.7431
1434.00;      35.4175;       6.7104
1436.00;      35.4162;       6.6984
1438.00;      35.4148;       6.6901
1440.00;      35.4117;       6.6636
1442.00;      35.4102;       6.6547
1444.00;      35.4091;       6.6437
1446.00;      35.4079;       6.6355
1448.00;      35.4067;       6.6283
1450.00;      35.4046;       6.6175
1452.00;      35.4002;       6.5877
1454.00;      35.3949;       6.5507
1456.00;      35.3929;       6.5410
1458.00;      35.3907;       6.5236
1460.00;      35.3878;       6.5069
1462.00;      35.3859;       6.4849
1464.00;      35.3861;       6.4845
1466.00;      35.3864;       6.4824
1468.00;      35.3857;       6.4705
1470.00;      35.3852;       6.4671
1472.00;      35.3844;       6.4612
1474.00;      35.3817;       6.4453
1476.00;      35.3797;       6.4323
1478.00;      35.3748;       6.4054
1480.00;      35.3744;       6.3928
1482.00;      35.3720;       6.3772
1484.00;      35.3698;       6.3577
1486.00;      35.3675;       6.3430
1488.00;      35.3667;       6.3351
1490.00;      35.3664;       6.3310
1492.00;      35.3659;       6.3280
1494.00;      35.3646;       6.3205
1496.00;      35.3648;       6.3146
1498.00;      35.3592;       6.2869
1500.00;      35.3584;       6.2724
1502.00;      35.3572;       6.2651
1504.00;      35.3573;       6.2596
1506.00;      35.3570;       6.2539
1508.00;      35.3549;       6.2394
1510.00;      35.3561;       6.2375
1512.00;      35.3589;       6.2454
1514.00;      35.3599;       6.2519
1516.00;      35.3594;       6.2501
1518.00;      35.3523;       6.2165
1520.00;      35.3552;       6.2176
1522.00;      35.3527;       6.2034
1524.00;      35.3529;       6.1994
1526.00;      35.3555;       6.2081
1528.00;      35.3560;       6.2029
1530.00;      35.3550;       6.1978
1532.00;      35.3555;       6.1960
1534.00;      35.3531;       6.1805
1536.00;      35.3511;       6.1618
1538.00;      35.3498;       6.1558
1540.00;      35.3476;       6.1429
1542.00;      35.3425;       6.1158
1544.00;      35.3322;       6.0563
1546.00;      35.3335;       6.0451
1548.00;      35.3352;       6.0505
1550.00;      35.3335;       6.0346
1552.00;      35.3330;       6.0308
1554.00;      35.3325;       6.0283
1556.00;      35.3315;       6.0210
1558.00;      35.3316;       6.0176
1560.00;      35.3356;       6.0285
1562.00;      35.3357;       6.0280
1564.00;      35.3357;       6.0276
1566.00;      35.3350;       6.0239
1568.00;      35.3306;       6.0065
1570.00;      35.3256;       5.9754
1572.00;      35.3188;       5.9342
1574.00;      35.3148;       5.9090
1576.00;      35.3135;       5.8960
1578.00;      35.3117;       5.8851
1580.00;      35.3120;       5.8807
1582.00;      35.3114;       5.8793
1584.00;      35.3107;       5.8709
1586.00;      35.3097;       5.8636
1588.00;      35.3077;       5.8478
1590.00;      35.3078;       5.8421
1592.00;      35.3078;       5.8406
1594.00;      35.3067;       5.8257
1596.00;      35.3047;       5.8101
1598.00;      35.3016;       5.7904
1600.00;      35.3019;       5.7839
1602.00;      35.3008;       5.7780
1604.00;      35.2997;       5.7675
1606.00;      35.2980;       5.7574
1608.00;      35.2975;       5.7492
1610.00;      35.2967;       5.7435
1612.00;      35.2959;       5.7376
1614.00;      35.2955;       5.7347
1616.00;      35.2955;       5.7355
1618.00;      35.2949;       5.7281
1620.00;      35.2930;       5.7161
1622.00;      35.2924;       5.7090
1624.00;      35.2904;       5.6978
1626.00;      35.2881;       5.6798
1628.00;      35.2868;       5.6707
1630.00;      35.2847;       5.6566
1632.00;      35.2846;       5.6521
1634.00;      35.2835;       5.6457
1636.00;      35.2823;       5.6372
1638.00;      35.2827;       5.6357
1640.00;      35.2804;       5.6227
1642.00;      35.2793;       5.6172
1644.00;      35.2769;       5.6026
1646.00;      35.2732;       5.5815
